Entity,Code,Year,Life expectancy
Hungary,HUN,1992,69.433
Iceland,ISL,1992,78.392
India,IND,1992,58.851
Indonesia,IDN,1992,63.131
Iran,IRN,1992,66.243
Iraq,IRQ,1992,67.191
Ireland,IRL,1992,75.194
Isle of Man,IMN,1992,76.195
Israel,ISR,1992,77.072
Italy,ITA,1992,77.383
Jamaica,JAM,1992,73.727
Japan,JPN,1992,79.355
Jordan,JOR,1992,70.331
Kazakhstan,KAZ,1992,65.718
Kenya,KEN,1992,55.973
Kiribati,KIR,1992,60.455
Kuwait,KWT,1992,72.435
Kyrgyzstan,KGZ,1992,66.288
Laos,LAO,1992,54.258
Latin America and the Caribbean,,1992,68.783
Latvia,LVA,1992,68.143
Lebanon,LBN,1992,70.929
Lesotho,LSO,1992,58.868
Liberia,LBR,1992,46.357
Libya,LBY,1992,69.175
Liechtenstein,LIE,1992,76.48
Lithuania,LTU,1992,70.054
Luxembourg,LUX,1992,75.653
Macao,MAC,1992,77.926
Madagascar,MDG,1992,52.278
Malawi,MWI,1992,46.108
Malaysia,MYS,1992,71.326
Maldives,MDV,1992,63.302
Mali,MLI,1992,46.305
Malta,MLT,1992,77.482
Marshall Islands,MHL,1992,64.141
Martinique,MTQ,1992,75.505
Mauritania,MRT,1992,60.092
Mauritius,MUS,1992,69.972
Mayotte,MYT,1992,72.906
Mexico,MEX,1992,71.61
Micronesia (country),FSM,1992,63.814
Moldova,MDA,1992,67.408
Monaco,MCO,1992,77.454
Mongolia,MNG,1992,60.67
Montenegro,MNE,1992,74.634
Montserrat,MSR,1992,73.851
Morocco,MAR,1992,65.715
Mozambique,MOZ,1992,46.033
Myanmar,MMR,1992,57.504
Namibia,NAM,1992,61.165
Nauru,NRU,1992,57.773
Nepal,NPL,1992,56.118
Netherlands,NLD,1992,77.202
New Caledonia,NCL,1992,71.313
New Zealand,NZL,1992,76.082
Nicaragua,NIC,1992,65.683
Niger,NER,1992,44.703
Nigeria,NGA,1992,45.857
Niue,NIU,1992,68.857
North Korea,PRK,1992,69.492
North Macedonia,MKD,1992,71.502
Northern America,,1992,75.761
Northern Mariana Islands,MNP,1992,70.353
Norway,NOR,1992,77.146
Oceania,,1992,72.403
Oman,OMN,1992,68.273
Pakistan,PAK,1992,60.68
Palau,PLW,1992,66.377
Palestine,PSE,1992,68.795
Panama,PAN,1992,73.439
Papua New Guinea,PNG,1992,57.152
Paraguay,PRY,1992,68.958
Peru,PER,1992,67.33
Philippines,PHL,1992,67.239
Poland,POL,1992,71.084
Portugal,PRT,1992,74.835
Puerto Rico,PRI,1992,73.978
Qatar,QAT,1992,76.241
Reunion,REU,1992,73.414
Romania,ROU,1992,69.528
Russia,RUS,1992,67.069
Rwanda,RWA,1992,26.691
Saint Barthlemy,,1992,74.463
Saint Helena,SHN,1992,75.776
Saint Kitts and Nevis,KNA,1992,68.896
Saint Lucia,LCA,1992,71.592
Saint Martin (French part),MAF,1992,74.152
Saint Pierre and Miquelon,SPM,1992,76.596
Saint Vincent and the Grenadines,VCT,1992,70.723
Samoa,WSM,1992,66.655
San Marino,SMR,1992,79.808
Sao Tome and Principe,STP,1992,58.212
Saudi Arabia,SAU,1992,69.945
Senegal,SEN,1992,57.529
Serbia,SRB,1992,71.691
Seychelles,SYC,1992,70.736
Sierra Leone,SLE,1992,37.717
Singapore,SGP,1992,76.463
Sint Maarten (Dutch part),SXM,1992,74.953
Slovakia,SVK,1992,71.528
Slovenia,SVN,1992,73.661
Solomon Islands,SLB,1992,64.725
Somalia,SOM,1992,45.361
South Africa,ZAF,1992,63.247
South Korea,KOR,1992,72.613
South Sudan,SSD,1992,44.932
Spain,ESP,1992,77.552
Sri Lanka,LKA,1992,69.639
Sudan,SDN,1992,55.899
Suriname,SUR,1992,67.59
Sweden,SWE,1992,78.063
Switzerland,CHE,1992,77.889
Syria,SYR,1992,71.167
Taiwan,TWN,1992,74.294
Tajikistan,TJK,1992,58.212
Tanzania,TZA,1992,49.743
Thailand,THA,1992,70.281
Timor,TLS,1992,50.261
Togo,TGO,1992,55.734
Tokelau,TKL,1992,75.493
Tonga,TON,1992,69.143
Trinidad and Tobago,TTO,1992,68.305
Tunisia,TUN,1992,70.001
Turkey,TUR,1992,65.275
Turkmenistan,TKM,1992,62.761
Turks and Caicos Islands,TCA,1992,71.636
Tuvalu,TUV,1992,61.557
Uganda,UGA,1992,44.715
Ukraine,UKR,1992,69.028
United Arab Emirates,ARE,1992,72.466
United Kingdom,GBR,1992,76.111
United States,USA,1992,75.562
United States Virgin Islands,VIR,1992,74.711
Uruguay,URY,1992,72.955
Uzbekistan,UZB,1992,66.368
Vanuatu,VUT,1992,65.349
Vatican,VAT,1992,67.269
Venezuela,VEN,1992,70.951
Vietnam,VNM,1992,71.124
Wallis and Futuna,WLF,1992,74.905
Western Sahara,ESH,1992,58.561
World,OWID_WRL,1992,64.509
Yemen,YEM,1992,58.047
Zambia,ZMB,1992,46.987
Zimbabwe,ZWE,1992,55.243
Afghanistan,AFG,1993,52.256
Africa,,1993,51.978
Albania,ALB,1993,71.86
Algeria,DZA,1993,67.877
American Samoa,ASM,1993,71.097
Americas,,1993,71.72880883
Andorra,AND,1993,77.007
Angola,AGO,1993,45.201
Anguilla,AIA,1993,75.869
Antigua and Barbuda,ATG,1993,72.247
Argentina,ARG,1993,72.246
Armenia,ARM,1993,68.218
Aruba,ABW,1993,73.573
Asia,,1993,65.14
Australia,AUS,1993,77.772
Austria,AUT,1993,76.304
Azerbaijan,AZE,1993,64.81
Bahamas,BHS,1993,71.061
Bahrain,BHR,1993,73.006
Bangladesh,BGD,1993,60.388
Barbados,BRB,1993,75.332
Belarus,BLR,1993,69.223
Belgium,BEL,1993,76.507
Belize,BLZ,1993,70.268
Benin,BEN,1993,55.042
Bermuda,BMU,1993,75.897
Bhutan,BTN,1993,55.131
Bolivia,BOL,1993,57.989
Bonaire Sint Eustatius and Saba,BES,1993,74.343
Bosnia and Herzegovina,BIH,1993,70.725
Botswana,BWA,1993,56.222
Brazil,BRA,1993,67.539
British Virgin Islands,VGB,1993,74.853
Brunei,BRN,1993,70.951
Bulgaria,BGR,1993,71.044
Burkina Faso,BFA,1993,49.36
Burundi,BDI,1993,46.953
Cambodia,KHM,1993,54.514
Cameroon,CMR,1993,52.343
Canada,CAN,1993,77.821
Cape Verde,CPV,1993,65.598
Cayman Islands,CYM,1993,76.338
Central African Republic,CAF,1993,47.731
Chad,TCD,1993,47.265
Channel Islands,OWID_CIS,1993,76.351
Chile,CHL,1993,74.386
China,CHN,1993,69.496
Colombia,COL,1993,70.433
Comoros,COM,1993,58.038
Congo,COG,1993,53.424
Cook Islands,COK,1993,69.601
Costa Rica,CRI,1993,76.211
Cote d'Ivoire,CIV,1993,52.423
Croatia,HRV,1993,73.074
Cuba,CUB,1993,74.957
Curacao,CUW,1993,74.547
Cyprus,CYP,1993,77.017
Czechia,CZE,1993,72.681
Democratic Republic of Congo,COD,1993,49.302
Denmark,DNK,1993,75.303
Djibouti,DJI,1993,57.017
Dominica,DMA,1993,73.735
Dominican Republic,DOM,1993,67.591
Ecuador,ECU,1993,70.189
Egypt,EGY,1993,65.831
El Salvador,SLV,1993,66.273
Equatorial Guinea,GNQ,1993,50.2
Eritrea,ERI,1993,51.1
Estonia,EST,1993,68.617
Eswatini,SWZ,1993,60.192
Ethiopia,ETH,1993,48.344
Europe,,1993,72.747
Faeroe Islands,FRO,1993,76.366
Falkland Islands,FLK,1993,76.426
Fiji,FJI,1993,65.218
Finland,FIN,1993,75.954
France,FRA,1993,77.457
French Guiana,GUF,1993,72.875
French Polynesia,PYF,1993,69.678
Gabon,GAB,1993,60.659
Gambia,GMB,1993,53.157
Georgia,GEO,1993,70.003
Germany,DEU,1993,76.128
Ghana,GHA,1993,57.605
Gibraltar,GIB,1993,74.779
Greece,GRC,1993,77.405
Greenland,GRL,1993,64.806
Grenada,GRD,1993,70.659
Guadeloupe,GLP,1993,74.767
Guam,GUM,1993,72.685
Guatemala,GTM,1993,63.921
Guinea,GIN,1993,51.413
Guinea-Bissau,GNB,1993,48.038
Guyana,GUY,1993,63.73
Haiti,HTI,1993,55.209
Honduras,HND,1993,68.028
Hong Kong,HKG,1993,78.27
Hungary,HUN,1993,69.567
Iceland,ISL,1993,78.522
India,IND,1993,59.349
Indonesia,IDN,1993,63.529
Iran,IRN,1993,67.137
Iraq,IRQ,1993,67.668
Ireland,IRL,1993,75.354
Isle of Man,IMN,1993,76.394
Israel,ISR,1993,77.305
Italy,ITA,1993,77.612
Jamaica,JAM,1993,73.918
Japan,JPN,1993,79.536
Jordan,JOR,1993,70.529
Kazakhstan,KAZ,1993,65.097
Kenya,KEN,1993,55.151
Kiribati,KIR,1993,60.837
Kuwait,KWT,1993,72.556
Kyrgyzstan,KGZ,1993,66.206
Laos,LAO,1993,54.753
Latin America and the Caribbean,,1993,69.137
Latvia,LVA,1993,67.862
Lebanon,LBN,1993,71.3
Lesotho,LSO,1993,58.05
Liberia,LBR,1993,46.832
Libya,LBY,1993,69.469
Liechtenstein,LIE,1993,76.657
Lithuania,LTU,1993,69.844
Luxembourg,LUX,1993,75.892
Macao,MAC,1993,78.253
Madagascar,MDG,1993,53.022
Malawi,MWI,1993,46.055
Malaysia,MYS,1993,71.519
Maldives,MDV,1993,64.185
Mali,MLI,1993,46.445
Malta,MLT,1993,77.725
Marshall Islands,MHL,1993,64.749
Martinique,MTQ,1993,75.855
Mauritania,MRT,1993,60.231
Mauritius,MUS,1993,70.154
Mayotte,MYT,1993,73.278
Mexico,MEX,1993,71.953
Micronesia (country),FSM,1993,63.901
Moldova,MDA,1993,67.221
Monaco,MCO,1993,77.599
Mongolia,MNG,1993,60.841
Montenegro,MNE,1993,74.519
Montserrat,MSR,1993,73.934
Morocco,MAR,1993,66.128
Mozambique,MOZ,1993,46.41
Myanmar,MMR,1993,57.823
Namibia,NAM,1993,60.516
Nauru,NRU,1993,57.957
Nepal,NPL,1993,56.964
Netherlands,NLD,1993,77.308
New Caledonia,NCL,1993,71.611
New Zealand,NZL,1993,76.414
Nicaragua,NIC,1993,66.297
Niger,NER,1993,45.33
Nigeria,NGA,1993,45.845
Niue,NIU,1993,69.074
North Korea,PRK,1993,68.742
North Macedonia,MKD,1993,71.68
Northern America,,1993,75.929
Northern Mariana Islands,MNP,1993,70.699
Norway,NOR,1993,77.361
Oceania,,1993,72.661
Oman,OMN,1993,68.786
Pakistan,PAK,1993,60.96
Palau,PLW,1993,66.731
Palestine,PSE,1993,69.135
Panama,PAN,1993,73.661
Papua New Guinea,PNG,1993,57.473
Paraguay,PRY,1993,69.152
Peru,PER,1993,67.88
Philippines,PHL,1993,67.628
Poland,POL,1993,71.285
Portugal,PRT,1993,75.006
Puerto Rico,PRI,1993,73.959
Qatar,QAT,1993,76.427
Reunion,REU,1993,73.765
Romania,ROU,1993,69.517
Russia,RUS,1993,66.632
Rwanda,RWA,1993,26.172
Saint Barthlemy,,1993,74.811
Saint Helena,SHN,1993,76.133
Saint Kitts and Nevis,KNA,1993,69.023
Saint Lucia,LCA,1993,71.843
Saint Martin (French part),MAF,1993,74.505
Saint Pierre and Miquelon,SPM,1993,76.947
Saint Vincent and the Grenadines,VCT,1993,70.748
Samoa,WSM,1993,66.842
San Marino,SMR,1993,80.005
Sao Tome and Principe,STP,1993,58.318
Saudi Arabia,SAU,1993,70.349
Senegal,SEN,1993,57.535
Serbia,SRB,1993,71.756
Seychelles,SYC,1993,70.719
Sierra Leone,SLE,1993,37.384
Singapore,SGP,1993,76.625
Sint Maarten (Dutch part),SXM,1993,75.084
Slovakia,SVK,1993,71.713
Slovenia,SVN,1993,73.913
Solomon Islands,SLB,1993,64.961
Somalia,SOM,1993,45.721
South Africa,ZAF,1993,62.894
South Korea,KOR,1993,73.061
South Sudan,SSD,1993,45.611
Spain,ESP,1993,77.745
Sri Lanka,LKA,1993,69.557
Sudan,SDN,1993,56.14
Suriname,SUR,1993,67.647
Sweden,SWE,1993,78.288
Switzerland,CHE,1993,78.079
Syria,SYR,1993,71.444
Taiwan,TWN,1993,74.457
Tajikistan,TJK,1993,58.104
Tanzania,TZA,1993,49.529
Thailand,THA,1993,70.239
Timor,TLS,1993,51.267
Togo,TGO,1993,55.485
Tokelau,TKL,1993,75.849
Tonga,TON,1993,69.223
Trinidad and Tobago,TTO,1993,68.402
Tunisia,TUN,1993,70.555
Turkey,TUR,1993,65.815
Turkmenistan,TKM,1993,62.758
Turks and Caicos Islands,TCA,1993,72.342
Tuvalu,TUV,1993,61.617
Uganda,UGA,1993,44.272
Ukraine,UKR,1993,68.608
United Arab Emirates,ARE,1993,72.715
United Kingdom,GBR,1993,76.311
United States,USA,1993,75.728
United States Virgin Islands,VIR,1993,74.963
Uruguay,URY,1993,73.166
Uzbekistan,UZB,1993,66.336
Vanuatu,VUT,1993,65.633
Vatican,VAT,1993,67.667
Venezuela,VEN,1993,71.079
Vietnam,VNM,1993,71.399
Wallis and Futuna,WLF,1993,75.539
Western Sahara,ESH,1993,59.031
World,OWID_WRL,1993,64.676
Yemen,YEM,1993,58.318
Zambia,ZMB,1993,45.919
Zimbabwe,ZWE,1993,53.653
Afghanistan,AFG,1994,52.842
Africa,,1994,51.982
Albania,ALB,1994,71.992
Algeria,DZA,1994,68.194
American Samoa,ASM,1994,71.132
Americas,,1994,71.99914275
Andorra,AND,1994,77.188
Angola,AGO,1994,45.201
Anguilla,AIA,1994,76.134
Antigua and Barbuda,ATG,1994,72.489
Argentina,ARG,1994,72.453
Armenia,ARM,1994,68.538
Aruba,ABW,1994,73.598
Asia,,1994,65.44
Australia,AUS,1994,78.024
Austria,AUT,1994,76.557
Azerbaijan,AZE,1994,64.991
Bahamas,BHS,1994,71.276
Bahrain,BHR,1994,73.209
Bangladesh,BGD,1994,61.19
Barbados,BRB,1994,75.583
Belarus,BLR,1994,68.723
Belgium,BEL,1994,76.709
Belize,BLZ,1994,69.845
Benin,BEN,1994,55.174
Bermuda,BMU,1994,76.254
Bhutan,BTN,1994,55.878
Bolivia,BOL,1994,58.631
Bonaire Sint Eustatius and Saba,BES,1994,74.306
Bosnia and Herzegovina,BIH,1994,71.093
Botswana,BWA,1994,55.284
Brazil,BRA,1994,67.932
British Virgin Islands,VGB,1994,75.194
Brunei,BRN,1994,71.207
Bulgaria,BGR,1994,70.974
Burkina Faso,BFA,1994,49.38
Burundi,BDI,1994,46.786
Cambodia,KHM,1994,54.82
Cameroon,CMR,1994,51.936
Canada,CAN,1994,77.986
Cape Verde,CPV,1994,65.899
Cayman Islands,CYM,1994,76.723
Central African Republic,CAF,1994,47.143
Chad,TCD,1994,47.345
Channel Islands,OWID_CIS,1994,76.755
Chile,CHL,1994,74.671
China,CHN,1994,69.67
Colombia,COL,1994,70.752
Comoros,COM,1994,58.407
Congo,COG,1994,52.984
Cook Islands,COK,1994,69.917
Costa Rica,CRI,1994,76.394
Cote d'Ivoire,CIV,1994,52.013
Croatia,HRV,1994,73.395
Cuba,CUB,1994,75.164
Curacao,CUW,1994,74.54
Cyprus,CYP,1994,77.166
Czechia,CZE,1994,73.001
Democratic Republic of Congo,COD,1994,49.22
Denmark,DNK,1994,75.457
Djibouti,DJI,1994,57.056
Dominica,DMA,1994,73.706
Dominican Republic,DOM,1994,67.887
Ecuador,ECU,1994,70.587
Egypt,EGY,1994,66.298
El Salvador,SLV,1994,66.824
Equatorial Guinea,GNQ,1994,50.694
Eritrea,ERI,1994,51.696
Estonia,EST,1994,68.569
Eswatini,SWZ,1994,58.958
Ethiopia,ETH,1994,48.81
Europe,,1994,72.771
Faeroe Islands,FRO,1994,76.648
Falkland Islands,FLK,1994,76.614
Fiji,FJI,1994,65.17
Finland,FIN,1994,76.21
France,FRA,1994,77.681
French Guiana,GUF,1994,73.171
French Polynesia,PYF,1994,70.044
Gabon,GAB,1994,60.439
Gambia,GMB,1994,53.508
Georgia,GEO,1994,69.849
Germany,DEU,1994,76.368
Ghana,GHA,1994,57.62
Gibraltar,GIB,1994,74.781
Greece,GRC,1994,77.609
Greenland,GRL,1994,64.861
Grenada,GRD,1994,71.015
Guadeloupe,GLP,1994,75.108
Guam,GUM,1994,72.967
Guatemala,GTM,1994,64.502
Guinea,GIN,1994,51.64
Guinea-Bissau,GNB,1994,48.348
Guyana,GUY,1994,63.891
Haiti,HTI,1994,55.523
Honduras,HND,1994,68.45
Hong Kong,HKG,1994,78.612
Hungary,HUN,1994,69.763
Iceland,ISL,1994,78.64
India,IND,1994,59.84
Indonesia,IDN,1994,63.919
Iran,IRN,1994,67.84
Iraq,IRQ,1994,68.089
Ireland,IRL,1994,75.499
Isle of Man,IMN,1994,76.585
Israel,ISR,1994,77.533
Italy,ITA,1994,77.852
Jamaica,JAM,1994,74.053
Japan,JPN,1994,79.727
Jordan,JOR,1994,70.712
Kazakhstan,KAZ,1994,64.482
Kenya,KEN,1994,54.31
Kiribati,KIR,1994,61.198
Kuwait,KWT,1994,72.666
Kyrgyzstan,KGZ,1994,66.114
Laos,LAO,1994,55.285
Latin America and the Caribbean,,1994,69.487
Latvia,LVA,1994,67.752
Lebanon,LBN,1994,71.699
Lesotho,LSO,1994,57.022
Liberia,LBR,1994,47.506
Libya,LBY,1994,69.732
Liechtenstein,LIE,1994,76.836
Lithuania,LTU,1994,69.744
Luxembourg,LUX,1994,76.131
Macao,MAC,1994,78.588
Madagascar,MDG,1994,53.808
Malawi,MWI,1994,45.969
Malaysia,MYS,1994,71.687
Maldives,MDV,1994,65.059
Mali,MLI,1994,46.52
Malta,MLT,1994,77.948
Marshall Islands,MHL,1994,65.368
Martinique,MTQ,1994,76.2
Mauritania,MRT,1994,60.341
Mauritius,MUS,1994,70.268
Mayotte,MYT,1994,73.642
Mexico,MEX,1994,72.279
Micronesia (country),FSM,1994,63.978
Moldova,MDA,1994,67.03
Monaco,MCO,1994,77.768
Mongolia,MNG,1994,61.015
Montenegro,MNE,1994,74.334
Montserrat,MSR,1994,73.908
Morocco,MAR,1994,66.501
Mozambique,MOZ,1994,46.772
Myanmar,MMR,1994,58.141
Namibia,NAM,1994,59.609
Nauru,NRU,1994,58.108
Nepal,NPL,1994,57.793
Netherlands,NLD,1994,77.416
New Caledonia,NCL,1994,71.904
New Zealand,NZL,1994,76.716
Nicaragua,NIC,1994,66.849
Niger,NER,1994,45.979
Nigeria,NGA,1994,45.843
Niue,NIU,1994,69.296
North Korea,PRK,1994,67.698
North Macedonia,MKD,1994,71.871
Northern America,,1994,76.097
Northern Mariana Islands,MNP,1994,71.14
Norway,NOR,1994,77.575
Oceania,,1994,72.899
Oman,OMN,1994,69.283
Pakistan,PAK,1994,61.235
Palau,PLW,1994,67.017
Palestine,PSE,1994,69.455
Panama,PAN,1994,73.879
Papua New Guinea,PNG,1994,57.781
Paraguay,PRY,1994,69.335
Peru,PER,1994,68.405
Philippines,PHL,1994,67.962
Poland,POL,1994,71.533
Portugal,PRT,1994,75.192
Puerto Rico,PRI,1994,74.021
Qatar,QAT,1994,76.599
Reunion,REU,1994,74.111
Romania,ROU,1994,69.51
Russia,RUS,1994,66.279
Rwanda,RWA,1994,27.738
Saint Barthlemy,,1994,75.154
Saint Helena,SHN,1994,76.479
Saint Kitts and Nevis,KNA,1994,69.11
Saint Lucia,LCA,1994,72.087
Saint Martin (French part),MAF,1994,74.863
Saint Pierre and Miquelon,SPM,1994,77.325
Saint Vincent and the Grenadines,VCT,1994,70.752
Samoa,WSM,1994,67.037
San Marino,SMR,1994,80.204
Sao Tome and Principe,STP,1994,58.511
Saudi Arabia,SAU,1994,70.733
Senegal,SEN,1994,57.48
Serbia,SRB,1994,71.804
Seychelles,SYC,1994,70.708
Sierra Leone,SLE,1994,37.158
Singapore,SGP,1994,76.735
Sint Maarten (Dutch part),SXM,1994,75.195
Slovakia,SVK,1994,71.917
Slovenia,SVN,1994,74.184
Solomon Islands,SLB,1994,65.237
Somalia,SOM,1994,46.337
South Africa,ZAF,1994,62.331
South Korea,KOR,1994,73.494
South Sudan,SSD,1994,46.257
Spain,ESP,1994,77.954
Sri Lanka,LKA,1994,69.403
Sudan,SDN,1994,56.41
Suriname,SUR,1994,67.695
Sweden,SWE,1994,78.517
Switzerland,CHE,1994,78.296
Syria,SYR,1994,71.708
Taiwan,TWN,1994,74.612
Tajikistan,TJK,1994,58.192
Tanzania,TZA,1994,49.365
Thailand,THA,1994,70.202
Timor,TLS,1994,52.366
Togo,TGO,1994,55.147
Tokelau,TKL,1994,76.197
Tonga,TON,1994,69.29
Trinidad and Tobago,TTO,1994,68.496
Tunisia,TUN,1994,71.062
Turkey,TUR,1994,66.377
Turkmenistan,TKM,1994,62.786
Turks and Caicos Islands,TCA,1994,73.18
Tuvalu,TUV,1994,61.651
Uganda,UGA,1994,43.961
Ukraine,UKR,1994,68.221
United Arab Emirates,ARE,1994,72.957
United Kingdom,GBR,1994,76.504
United States,USA,1994,75.896
United States Virgin Islands,VIR,1994,75.216
Uruguay,URY,1994,73.388
Uzbekistan,UZB,1994,66.343
Vanuatu,VUT,1994,65.903
Vatican,VAT,1994,68.062
Venezuela,VEN,1994,71.2
Vietnam,VNM,1994,71.666
Wallis and Futuna,WLF,1994,76.137
Western Sahara,ESH,1994,59.508
World,OWID_WRL,1994,64.857
Yemen,YEM,1994,58.566
Zambia,ZMB,1994,44.983
Zimbabwe,ZWE,1994,52.044
Afghanistan,AFG,1995,53.398
Africa,,1995,52.022
Albania,ALB,1995,72.205
Algeria,DZA,1995,68.54
American Samoa,ASM,1995,71.163
Americas,,1995,72.26824757
Andorra,AND,1995,77.387
Angola,AGO,1995,45.246
Anguilla,AIA,1995,76.348
Antigua and Barbuda,ATG,1995,72.732
Argentina,ARG,1995,72.651
Armenia,ARM,1995,68.938
Aruba,ABW,1995,73.622
Asia,,1995,65.748
Australia,AUS,1995,78.267
Austria,AUT,1995,76.823
Azerbaijan,AZE,1995,65.256
Bahamas,BHS,1995,71.451
Bahrain,BHR,1995,73.413
Bangladesh,BGD,1995,62.002
Barbados,BRB,1995,75.852
Belarus,BLR,1995,68.274
Belgium,BEL,1995,76.907
Belize,BLZ,1995,69.439
Benin,BEN,1995,55.203
Bermuda,BMU,1995,76.637
Bhutan,BTN,1995,56.636
Bolivia,BOL,1995,59.276
Bonaire Sint Eustatius and Saba,BES,1995,74.277
Bosnia and Herzegovina,BIH,1995,71.645
Botswana,BWA,1995,54.41
Brazil,BRA,1995,68.318
British Virgin Islands,VGB,1995,75.525
Brunei,BRN,1995,71.465
Bulgaria,BGR,1995,70.932
Burkina Faso,BFA,1995,49.445
Burundi,BDI,1995,46.758
Cambodia,KHM,1995,55.189
Cameroon,CMR,1995,51.554
Canada,CAN,1995,78.152
Cape Verde,CPV,1995,66.224
Cayman Islands,CYM,1995,77.104
Central African Republic,CAF,1995,46.53
Chad,TCD,1995,47.426
Channel Islands,OWID_CIS,1995,77.184
Chile,CHL,1995,74.957
China,CHN,1995,69.885
Colombia,COL,1995,71.112
Comoros,COM,1995,58.722
Congo,COG,1995,52.583
Cook Islands,COK,1995,70.213
Costa Rica,CRI,1995,76.579
Cote d'Ivoire,CIV,1995,51.569
Croatia,HRV,1995,73.727
Cuba,CUB,1995,75.412
Curacao,CUW,1995,74.537
Cyprus,CYP,1995,77.312
Czechia,CZE,1995,73.336
Democratic Republic of Congo,COD,1995,49.111
Denmark,DNK,1995,75.629
Djibouti,DJI,1995,57.065
Dominica,DMA,1995,73.749
Dominican Republic,DOM,1995,68.164
Ecuador,ECU,1995,70.972
Egypt,EGY,1995,66.779
El Salvador,SLV,1995,67.277
Equatorial Guinea,GNQ,1995,51.184
Eritrea,ERI,1995,52.316
Estonia,EST,1995,68.66
Eswatini,SWZ,1995,57.422
Ethiopia,ETH,1995,49.303
Europe,,1995,72.827
Faeroe Islands,FRO,1995,76.962
Falkland Islands,FLK,1995,76.798
Fiji,FJI,1995,65.15
Finland,FIN,1995,76.472
France,FRA,1995,77.902
French Guiana,GUF,1995,73.47
French Polynesia,PYF,1995,70.426
Gabon,GAB,1995,60.175
Gambia,GMB,1995,53.889
Georgia,GEO,1995,69.718
Germany,DEU,1995,76.623
Ghana,GHA,1995,57.528
Gibraltar,GIB,1995,74.772
Greece,GRC,1995,77.777
Greenland,GRL,1995,64.916
Grenada,GRD,1995,71.356
Guadeloupe,GLP,1995,75.446
Guam,GUM,1995,73.267
Guatemala,GTM,1995,65.09
Guinea,GIN,1995,51.744
Guinea-Bissau,GNB,1995,48.658
Guyana,GUY,1995,64.064
Haiti,HTI,1995,55.829
Honduras,HND,1995,68.871
Hong Kong,HKG,1995,78.981
Hungary,HUN,1995,70.02
Iceland,ISL,1995,78.762
India,IND,1995,60.32
Indonesia,IDN,1995,64.291
Iran,IRN,1995,68.377
Iraq,IRQ,1995,68.446
Ireland,IRL,1995,75.642
Isle of Man,IMN,1995,76.77
Israel,ISR,1995,77.758
Italy,ITA,1995,78.107
Jamaica,JAM,1995,74.133
Japan,JPN,1995,79.935
Jordan,JOR,1995,70.885
Kazakhstan,KAZ,1995,63.937
Kenya,KEN,1995,53.486
Kiribati,KIR,1995,61.539
Kuwait,KWT,1995,72.764
Kyrgyzstan,KGZ,1995,66.036
Laos,LAO,1995,55.851
Latin America and the Caribbean,,1995,69.833
Latvia,LVA,1995,67.828
Lebanon,LBN,1995,72.125
Lesotho,LSO,1995,55.782
Liberia,LBR,1995,48.314
Libya,LBY,1995,69.965
Liechtenstein,LIE,1995,77.031
Lithuania,LTU,1995,69.768
Luxembourg,LUX,1995,76.373
Macao,MAC,1995,78.925
Madagascar,MDG,1995,54.616
Malawi,MWI,1995,45.846
Malaysia,MYS,1995,71.834
Maldives,MDV,1995,65.923
Mali,MLI,1995,46.573
Malta,MLT,1995,78.154
Marshall Islands,MHL,1995,65.98
Martinique,MTQ,1995,76.541
Mauritania,MRT,1995,60.426
Mauritius,MUS,1995,70.339
Mayotte,MYT,1995,74
Mexico,MEX,1995,72.598
Micronesia (country),FSM,1995,64.049
Moldova,MDA,1995,66.867
Monaco,MCO,1995,78.003
Mongolia,MNG,1995,61.211
Montenegro,MNE,1995,74.099
Montserrat,MSR,1995,73.784
Morocco,MAR,1995,66.846
Mozambique,MOZ,1995,47.123
Myanmar,MMR,1995,58.46
Namibia,NAM,1995,58.479
Nauru,NRU,1995,58.236
Nepal,NPL,1995,58.6
Netherlands,NLD,1995,77.528
New Caledonia,NCL,1995,72.19
New Zealand,NZL,1995,76.989
Nicaragua,NIC,1995,67.344
Niger,NER,1995,46.641
Nigeria,NGA,1995,45.854
Niue,NIU,1995,69.52
North Korea,PRK,1995,66.537
North Macedonia,MKD,1995,72.08
Northern America,,1995,76.263
Northern Mariana Islands,MNP,1995,71.648
Norway,NOR,1995,77.783
Oceania,,1995,73.121
Oman,OMN,1995,69.77
Pakistan,PAK,1995,61.505
Palau,PLW,1995,67.246
Palestine,PSE,1995,69.757
Panama,PAN,1995,74.092
Papua New Guinea,PNG,1995,58.073
Paraguay,PRY,1995,69.511
Peru,PER,1995,68.903
Philippines,PHL,1995,68.231
Poland,POL,1995,71.827
Portugal,PRT,1995,75.397
Puerto Rico,PRI,1995,74.173
Qatar,QAT,1995,76.759
Reunion,REU,1995,74.452
Romania,ROU,1995,69.526
Russia,RUS,1995,66.009
Rwanda,RWA,1995,31.037
Saint Barthlemy,,1995,75.491
Saint Helena,SHN,1995,76.813
Saint Kitts and Nevis,KNA,1995,69.198
Saint Lucia,LCA,1995,72.323
Saint Martin (French part),MAF,1995,75.223
Saint Pierre and Miquelon,SPM,1995,77.706
Saint Vincent and the Grenadines,VCT,1995,70.745
Samoa,WSM,1995,67.249
San Marino,SMR,1995,80.408
Sao Tome and Principe,STP,1995,58.795
Saudi Arabia,SAU,1995,71.099
