,Linkas,Adresas,Kaina,€/S,Aukštas,Plotas,Kambariai
1071,https://www.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-parduodamas-siltas-jaukus-kambariu-butas-1-3377116/,"Šnipiškės, Linkmenų g.",183 000 €,4040€/m²,2/9,45.3,2
1072,https://www.aruodas.lt/butai-vilniuje-zemuosiuose-paneriuose-vaduvos-g--parduodamas-jaukus-kvm-k-butas-1-3387098/,"Žemieji Paneriai, Vaduvos g.",99 500 €,1996€/m²,5/5,49.86,2
1073,https://www.aruodas.lt/butai-vilniuje-antakalnyje-m-k-oginskio-g-norite-isigyti-buta-patogiam-gyvenimui-1-3345014/,"Antakalnis, M. K. Oginskio g.",144 000 €,2877€/m²,2/3,50.06,3
1074,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-kokybiskas-kapitaliai-1-3389891/,"Žirmūnai, Žirmūnų g.",119 900 €,2699€/m²,3/5,44.42,2
1075,https://www.aruodas.lt/butai-vilniuje-naujininkuose-pelesos-g-parduodamas-jaukus-sviesus-pilnai-1-3389877/,"Naujininkai, Pelesos g.",51 000 €,2833€/m²,3/5,18,1
1076,https://www.aruodas.lt/butai-vilniuje-snipiskese-rinktines-g-parduodamas-tvarkingas-butas-visai-salia-1-3389873/,"Šnipiškės, Rinktinės g.",99 950 €,2848€/m²,5/5,35.09,1
1077,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-grazioje-vietoje-naujojoje-vilnioje-1-3389869/,"Naujoji Vilnia, Pramonės g.",50 000 €,3125€/m²,2/3,16,1
1078,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-parduodamas-jaukus-ir-erdvus-kambariu-butas-1-3389861/,"Naujamiestis, Mindaugo g.",220 000 €,3793€/m²,3/6,58,2
1079,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-izoliuotu-kambariu-butas-labai-ramioje-1-3389859/,"Lazdynai, Architektų g.",92 800 €,1521€/m²,5/5,61,3
1080,https://www.aruodas.lt/butai-vilniuje-markuciuose-subaciaus-g-vilniuje-senamiestyje-subaciaus-g-siuo-1-3389843/,"Markučiai, Subačiaus g.",55 000 €,3056€/m²,5/5,18,1
1081,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-siltais-vakarais-einant-apsviestais-pesciuju-1-3389837/,"Antakalnis, Antakalnio g.",83 000 €,2912€/m²,2/4,28.5,1
1082,https://www.aruodas.lt/butai-vilniuje-antakalnyje-mildos-g-parduodamas-jaukus-ir-erdvus-butas-1-3389835/,"Antakalnis, Mildos g.",359 000 €,3860€/m²,2/4,93,4
1083,https://www.aruodas.lt/butai-vilniuje-seskineje-seskines-g-parduodamas-keturiu-kambariu-butas-seskineje-1-3274302/,"Šeškinė, Šeškinės g.",137 000 €,1709€/m²,5/5,80.16,4
1084,https://www.aruodas.lt/butai-vilniuje-senamiestyje-ausros-vartu-g-parduodamas-unikalus-erdvus-k-kv-1-3360153/,"Senamiestis, Aušros Vartų g.",770 000 €,3849€/m²,2/3,200.05,6
1085,https://www.aruodas.lt/butai-vilniuje-zirmunuose-tuskulenu-g-funkcionaliai-isplanuotas-dvieju-kambariu-1-3389805/,"Žirmūnai, Tuskulėnų g.",117 000 €,2489€/m²,2/5,47,2
1086,https://www.aruodas.lt/butai-vilniuje-pilaiteje-tolminkiemio-g-parduodamas-kambariu-butas-yra-pilaiteje-1-3377352/,"Pilaitė, Tolminkiemio g.",128 000 €,1841€/m²,3/5,69.51,3
1087,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-moods-tai-neuromokslu-pagrista-namu-aplinka-1-3389779/,"Žirmūnai, Kareivių g.",97 270 €,2830€/m²,2/3,34.37,1
1088,https://www.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-parduodamas-kambario-butas-su-rusiu-1-3389773/,"Baltupiai, Baltupio g.",81 500 €,2492€/m²,3/9,32.71,1
1089,https://www.aruodas.lt/butai-vilniuje-pilaiteje-m-mazvydo-g-parduodamas-funkcionalaus-isplanavimo-1-3389771/,"Pilaitė, M. Mažvydo g.",199 500 €,3106€/m²,7/9,64.23,3
1090,https://www.aruodas.lt/butai-vilniuje-markuciuose-pakrascio-g-parduodamas-k-butas-pakrascio-g-1-3094223/,"Markučiai, Pakraščio g.",68 000 €,1700€/m²,1/1,40,2
1091,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-paruodamas-ju-kambariu-kvm-butas-1-3389515/,"Senamiestis, Gedimino pr.",176 000 €,3826€/m²,4/6,46,2
1092,https://www.aruodas.lt/butai-vilniuje-virsuliskese-buivydiskiu-g-naujame-modernizuotame-ir-uzbaigtame-1-3389721/,"Viršuliškės, Buivydiškių g.",178 000 €,2977€/m²,3/5,59.8,2
1093,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-gabijos-g-jaukus-kambariu-naujos-statybos-butas-1-3389717/,"Pašilaičiai, Gabijos g.",120 000 €,2105€/m²,8/9,57,2
1094,https://www.aruodas.lt/butai-vilniuje-snipiskese-sporto-g-ramioje-vilniaus-centro-dalyje-sporto-g-1-3323445/,"Šnipiškės, Sporto g.",389 990 €,5571€/m²,5/6,70,3
1095,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-simonaitytes-g-kaina-galioja-iki-sausio-d-1-3389711/,"Pilaitė, I. Simonaitytės g.",169 000 €,3352€/m²,1/5,50.42,2
1096,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-eitminu-g-svenciu-proga-taikome-eur-nuolaida-1-3389705/,"Pašilaičiai, Eitminų g.",185 000 €,2323€/m²,9/9,79.63,3
1097,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-eitminu-g-svenciu-proga-taikome-eur-nuolaida-1-3383390/,"Fabijoniškės, Eitminų g.",185 000 €,2323€/m²,9/9,79.63,3
1098,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-rugiu-g-parduodamas-kambariu-butas-jeruzaleje-1-3384512/,"Jeruzalė, Rugių g.",99 000 €,1904€/m²,1/5,52,2
1099,https://www.aruodas.lt/butai-vilniuje-baltupiuose-visoriu-g-verta-zinoti-namas-salia-misko-butas-1-3389697/,"Baltupiai, Visorių g.",145 000 €,2900€/m²,1/5,50,2
1100,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-algirdo-g-puiki-vieta-naujamiestyje-ant-senamiescio-1-3285224/,"Naujamiestis, Algirdo g.",179 358 €,2633€/m²,1/8,68.13,3
1101,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-algirdo-g-puiki-vieta-naujamiestyje-ant-senamiescio-1-3285226/,"Naujamiestis, Algirdo g.",171 755 €,2570€/m²,1/8,66.82,3
1102,https://www.aruodas.lt/butai-vilniuje-pilaiteje-tolminkiemio-g-parduodamas-naujai-irengtas-mazaaukstes-1-3376224/,"Pilaitė, Tolminkiemio g.",119 900 €,3406€/m²,2/4,35.2,2
1103,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-parduodams-irengtas-loftas-su-visais-baldais-1-3389691/,"Žirmūnai, Kareivių g.",149 000 €,3170€/m²,1/2,47,2
1104,https://www.aruodas.lt/butai-vilniuje-pilaiteje-karaliauciaus-g-verta-zinoti-kotedzas-su-atskiru-iejimu-1-3389689/,"Pilaitė, Karaliaučiaus g.",275 000 €,2926€/m²,1/2,94,4
1105,https://www.aruodas.lt/butai-vilniuje-zirmunuose-minties-g-parduodamas-kambariu-pilnai-remontuotinas-1-3388169/,"Žirmūnai, Minties g.",125 000 €,1964€/m²,5/9,63.64,4
1106,https://www.aruodas.lt/butai-vilniuje-santariskese-daujoto-g-parduodamas-stilingai-ir-kokybiskai-irengtas-1-3389675/,"Santariškės, Daujoto g.",199 000 €,3554€/m²,4/4,56,2
1107,https://www.aruodas.lt/butai-vilniuje-didziuosiuose-gulbinuose-skalvos-g-vilniaus-mieste-didziuosiuose-gulbinuose-1-3384072/,"Didieji Gulbinai, Skalvos g.",280 000 €,2800€/m²,1/2,100,5
1108,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-k-donelaicio-g-nuostabioje-vietoje-salia-vingio-parko-1-3389673/,"Naujamiestis, K. Donelaičio g.",280 000 €,2930€/m²,2/6,95.55,4
1109,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-ukmerges-g-verta-zinoti-erdvus-balkonas-patogiai-1-3389665/,"Pašilaičiai, Ukmergės g.",145 000 €,2736€/m²,2/9,53,2
1110,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-j-basanaviciaus-g-parduodama-puse-buto-dvieju-kambariu-bute-su-1-3389661/,"Naujamiestis, J. Basanavičiaus g.",62 000 €,2556€/m²,2/4,24.26,1
1111,https://www.aruodas.lt/butai-vilniuje-senamiestyje-didzioji-g-verta-zinoti-uzdaras-kiemas-automobiliui-1-3389659/,"Senamiestis, Didžioji g.",309 000 €,4754€/m²,1/3,65,2
1112,https://www.aruodas.lt/butai-vilniuje-pilaiteje-karaliauciaus-g-gamtos-apsuptame-pilaites-mikrorajone-1-3363885/,"Pilaitė, Karaliaučiaus g.",200 000 €,3077€/m²,8/9,65,3
1113,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-gedimino-naujos-statybos-prabangus-1-3356043/,"Senamiestis, Gedimino pr.",363 440 €,5900€/m²,4/5,61.6,3
1114,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-gedimino-naujos-statybos-prabangus-1-3304261/,"Senamiestis, Gedimino pr.",635 136 €,6400€/m²,5/5,99.24,5
1115,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-gedimino-naujos-statybos-prabangus-1-3301592/,"Senamiestis, Gedimino pr.",308 672 €,5600€/m²,3/5,55.12,2
1116,https://www.aruodas.lt/butai-vilniuje-senamiestyje-vokieciu-g-parduodamas-kamb-butas-vokieciu-g-1-3290578/,"Senamiestis, Vokiečių g.",260 000 €,4352€/m²,2/4,59.74,2
1117,https://www.aruodas.lt/butai-vilniuje-zveryne-lusiu-g-zveryne-lusiu-g-parduodamas-ju-kambariu-1-3389641/,"Žvėrynas, Lūšių g.",310 000 €,3333€/m²,3/4,93,3
1118,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-skroblu-g-parduodama-be-tarpininku-tiesiai-is-1-3385630/,"Naujamiestis, Skroblų g.",149 000 €,4288€/m²,3/7,34.75,2
1119,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-skroblu-g-buta-galima-naudoti-tiek-gyvenumui-tiek-1-3384582/,"Vilkpėdė, Skroblų g.",73 000 €,3650€/m²,1/5,20,1
1120,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-loftas-padalintas-i-atskirus-butus-1-3323325/,"Antakalnis, P. Vileišio g.",140 000 €,2222€/m²,2/4,63,2
1121,https://www.aruodas.lt/butai-vilniuje-zirmunuose-verkiu-g-parduodama-isskirtinis-retai-rinkoje-1-3389147/,"Žirmūnai, Verkių g.",180 000 €,4193€/m²,2/9,42.93,2
1122,https://www.aruodas.lt/butai-vilniuje-snipiskese-s-fino-g-apartamentas-su-pilna-apdaila-ir-baldais-1-3389609/,"Šnipiškės, S. Fino g.",166 900 €,4451€/m²,6/6,37.5,2
1123,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-parduodamas-erdvus-kambariu-butas-1-3389603/,"Justiniškės, Taikos g.",95 000 €,1877€/m²,9/9,50.61,2
1124,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-parduodamas-kamb-nekampinis-butas-1-3389601/,"Naujamiestis, Statybininkų g.",103 000 €,2223€/m²,5/5,46.33,2
1125,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-parduodams-irengtas-loftas-su-visais-baldais-1-3389599/,"Žirmūnai, Kareivių g.",151 000 €,3020€/m²,2/2,50,2
1126,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-loftu-projektas-ispletotas-salia-miesto-1-3299534/,"Žirmūnai, Kareivių g.",150 000 €,2220€/m²,1/2,67.58,2
1127,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kareiviu-g-parduodams-irengtas-loftas-su-visais-baldais-1-3389597/,"Žirmūnai, Kareivių g.",100 000 €,4167€/m²,1/1,24,2
1128,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-funkcionaliai-isplanuotas-1-3384488/,"Lazdynai, Architektų g.",129 000 €,2016€/m²,2/5,64,3
1129,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-gerosios-vilties-g-parduodamas-jaukus-kambariu-butas-1-3386506/,"Naujamiestis, Gerosios Vilties g.",108 777 €,3347€/m²,3/5,32.5,2
1130,https://www.aruodas.lt/butai-vilniuje-lazdynuose-zerucio-g-parduodamas-naujai-ir-moderniai-irengtas-1-3389567/,"Lazdynai, Žėručio g.",105 000 €,3244€/m²,1/5,32.37,2
1131,https://www.aruodas.lt/butai-vilniuje-zveryne-sakalu-g-k-butas-su-terasa-zveryne-sakalu-gatveje-1-3389549/,"Žvėrynas, Sakalų g.",199 900 €,3277€/m²,1/6,61,2
1132,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-gabijos-g-parduodamas-suremontuotas-ir-erdvus-1-3389543/,"Pašilaičiai, Gabijos g.",141 000 €,2097€/m²,5/5,67.23,3
1133,https://www.aruodas.lt/butai-vilniuje-paupyje-paupio-g-parduodami-isskirtinio-dizaino-apartamentai-1-3389535/,"Paupys, Paupio g.",289 000 €,6422€/m²,3/4,45,2
1134,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-zaibo-g-parduodamas-dvieju-kambariu-butas-1-3373254/,"Lazdynėliai, Žaibo g.",120 000 €,2784€/m²,4/4,43.1,2
1135,https://www.aruodas.lt/butai-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-parduodamas-kambariu-butas-karoliniskese-a-1-3389531/,"Karoliniškės, Algimanto Petro Kavoliuko g.",112 000 €,1836€/m²,4/5,61,3
1136,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-erdvus-kvm-triju-kambariu-1-3389527/,"Viršuliškės, Viršuliškių g.",114 000 €,1772€/m²,9/9,64.33,3
1137,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g-parduodamas-triju-kambariu-butas-leiciu-1-3369530/,"Pašilaičiai, Leičių g.",165 000 €,2289€/m²,6/9,72.07,3
1138,https://www.aruodas.lt/butai-vilniuje-grigiskese-kovo-11-osios-g-parduodamas-kambariu-butas-kvm-1-3382822/,"Grigiškės, Kovo 11-osios g.",98 700 €,1556€/m²,5/9,63.42,3
1139,https://www.aruodas.lt/butai-vilniuje-senamiestyje-mindaugo-g-verta-zinoti-trys-kambariai-yra-1-3389497/,"Senamiestis, Mindaugo g.",269 000 €,3685€/m²,3/8,73,3
1140,https://www.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodamas-erdvus-dvieju-kambariu-butas-su-1-3386656/,"Baltupiai, Didlaukio g.",169 000 €,2460€/m²,7/16,68.7,2
1141,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-salomejos-neries-g-parduodamas-jaukus-kambariu-butas-1-3389483/,"Fabijoniškės, Salomėjos Nėries g.",119 800 €,2690€/m²,5/12,44.54,2
1142,https://www.aruodas.lt/butai-vilniuje-burbiskes-eisiskiu-pl-parduodamas-pilnai-irengtas-butas-su-balkonu-1-3341927/,"Burbiškės, Eišiškių pl.",139 900 €,3109€/m²,5/5,45,2
1143,https://www.aruodas.lt/butai-vilniuje-santariskese-bajoru-kel-parduodamas-ju-kambariu-butas-santariskese-1-3389467/,"Santariškės, Bajorų kel.",145 000 €,2900€/m²,1/4,50,2
1144,https://www.aruodas.lt/butai-vilniuje-grigiskese-jaunimo-skg-pamazinta-kaina-net-eur-jaukus-ir-1-3369590/,"Grigiškės, Jaunimo skg.",72 000 €,2880€/m²,3/5,25,1
1145,https://www.aruodas.lt/butai-vilniuje-karoliniskese-apolinaro-juozo-povilaicio-g-karoliniskese-parduodamas-jaukus-ir-sauletas-1-3389459/,"Karoliniškės, Apolinaro Juozo Povilaičio g.",86 000 €,1853€/m²,5/9,46.4,2
1146,https://www.aruodas.lt/butai-vilniuje-senamiestyje-totoriu-g-prestizineje-vietoje-senamiestyje-1-3389455/,"Senamiestis, Totorių g.",91 500 €,1491€/m²,3/3,61.35,3
1147,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-unikali-galimybe-gyventi-vilniaus-sirdyje-1-3379744/,"Senamiestis, Gedimino pr.",294 500 €,5161€/m²,6/6,57.06,3
1148,https://www.aruodas.lt/butai-vilniuje-markuciuose-subaciaus-g-parduodamas-kambarys-bendrabucio-tipo-bloke-1-3389453/,"Markučiai, Subačiaus g.",48 000 €,2514€/m²,4/12,19.09,1
1149,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-kokybiskai-irengtas-kambariu-1-3389451/,"Žirmūnai, Žirmūnų g.",249 000 €,4405€/m²,3/4,56.53,3
1150,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kauno-g-parduodamas-erdvus-kokybiskai-irengtas-1-3389447/,"Naujamiestis, Kauno g.",245 000 €,4380€/m²,2/4,55.94,2
1151,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-triju-kambariu-butas-su-dvejais-1-3389441/,"Viršuliškės, Viršuliškių g.",94 000 €,1467€/m²,1/9,64.08,3
1152,https://www.aruodas.lt/butai-vilniuje-markuciuose-subaciaus-g-skubiai-parduodamas-kambarys-bendrabucio-1-3389439/,"Markučiai, Subačiaus g.",33 000 €,2700€/m²,4/12,12.22,1
1153,https://www.aruodas.lt/butai-vilniuje-karoliniskese-virsilu-g-skylum-tai-dangu-siekianciu-gyvenamuju-1-3389429/,"Karoliniškės, Viršilų g.",167 000 €,4228€/m²,11/20,39.5,2
1154,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-skylum-tai-dangu-siekianciu-gyvenamuju-1-3389013/,"Viršuliškės, Viršilų g.",167 000 €,4228€/m²,11/20,39.5,2
1155,https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-butas-su-lauko-terasa-moderniame-1-3384806/,"Antakalnis, Antakalnio g.",223 000 €,4204€/m²,1/5,53.05,2
1156,https://www.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-parduodamas-irengtas-loftas-linkmenu-g-1-3368874/,"Šnipiškės, Linkmenų g.",125 000 €,3906€/m²,2/2,32,2
1157,https://www.aruodas.lt/butai-vilniuje-virsuliskese-c-sugiharos-g-parduodamas-prabangiai-ir-moderniai-irengtas-1-3389397/,"Viršuliškės, Č. Sugiharos g.",299 900 €,4282€/m²,3/4,70.03,3
1158,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-verta-zinoti-namas-prie-pat-neries-1-3389385/,"Žirmūnai, Žirmūnų g.",76 000 €,2533€/m²,9/9,30,1
1159,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-salomejos-neries-g-parduodamas-kambariu-butas-fabijoniskiu-1-3389393/,"Fabijoniškės, Salomėjos Nėries g.",110 000 €,2025€/m²,12/12,54.31,2
1160,https://www.aruodas.lt/butai-vilniuje-snipiskese-raitininku-g-parduodamas-erdvus-triju-kambariu-butas-1-3388915/,"Šnipiškės, Raitininkų g.",259 000 €,3904€/m²,2/9,66.34,3
1161,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-jonazoliu-g-norite-isigyti-buta-patogiam-gyvenimui-1-3381584/,"Lazdynėliai, Jonažolių g.",179 000 €,3287€/m²,4/9,54.46,2
1162,https://www.aruodas.lt/butai-vilniuje-justiniskese-rygos-g-parduodamas-irengtas-kambariu-butas-su-1-3389355/,"Justiniškės, Rygos g.",138 000 €,2654€/m²,5/7,52,2
1163,https://www.aruodas.lt/butai-vilniuje-uzupyje-polocko-g-verta-zinoti-pasiulymas-investuojantiems-1-3389353/,"Užupis, Polocko g.",52 000 €,2889€/m²,2/3,18,1
1164,https://www.aruodas.lt/butai-vilniuje-virsuliskese-poligrafijos-g-namas-jau-pastatytas-registruotas-1-3317873/,"Viršuliškės, Poligrafijos g.",175 000 €,2059€/m²,8/9,85,3
1165,https://www.aruodas.lt/butai-vilniuje-pilaiteje-tvankstos-g-iki-naujuju-metu-taikome-net-eur-1-3384056/,"Pilaitė, Tvankstos g.",154 900 €,3413€/m²,6/6,45.39,2
1166,https://www.aruodas.lt/butai-vilniuje-snipiskese-kernaves-g-parduodamas-jaukus-k-butas-naujos-statybos-1-3389347/,"Šnipiškės, Kernavės g.",185 000 €,2941€/m²,2/7,62.91,3
1167,https://www.aruodas.lt/butai-vilniuje-paneriuose-kirtimu-g-parduodami-naujai-irengti-kv-m-ir-1-3379654/,"Paneriai, Kirtimų g.",33 492 €,1990€/m²,2/4,16.83,1
1168,https://www.aruodas.lt/butai-vilniuje-paneriuose-kirtimu-g-parduodami-naujai-irengti-kv-m-ir-1-3378746/,"Paneriai, Kirtimų g.",34 785 €,1990€/m²,1/4,17.48,1
1169,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-savanoriu-pr-parduodamas-irenginejamas-erdvus-ir-1-3360149/,"Vilkpėdė, Savanorių pr.",144 000 €,1230€/m²,3/3,117.05,2
1170,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-linksmoji-g-parduodamas-erdvus-kambariu-butas-1-3375076/,"Naujoji Vilnia, Linksmoji g.",146 900 €,1940€/m²,5/5,75.74,4
1171,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-gabijos-g-parduodamas-irengtas-erdvus-su-parkingu-k-1-3363621/,"Pašilaičiai, Gabijos g.",129 900 €,2026€/m²,9/9,64.11,2
1172,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-parduodamas-kambariu-kvm-butas-1-3363357/,"Fabijoniškės, Fabijoniškių g.",133 000 €,1447€/m²,14/16,91.9,4
1173,https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-naujai-irengtas-butas-misko-1-3388739/,"Bajorai, Bajorų kel.",92 000 €,4000€/m²,4/4,23,1
1174,https://www.aruodas.lt/butai-vilniuje-naujininkuose-dzuku-g-parduodamas-pilnai-irengtas-butas-bute-1-3387644/,"Naujininkai, Dzūkų g.",75 000 €,2885€/m²,2/5,26,1
1175,https://www.aruodas.lt/butai-vilniuje-antakalnyje-filaretu-g-erdvus-jaukus-dvieju-kambariu-butas-su-1-3389313/,"Antakalnis, Filaretų g.",230 000 €,3594€/m²,6/7,64,2
1176,https://www.aruodas.lt/butai-vilniuje-filaretuose-filaretu-g-erdvus-jaukus-dvieju-kambariu-butas-su-1-3388875/,"Filaretai, Filaretų g.",230 000 €,3594€/m²,6/7,64,2
1177,https://www.aruodas.lt/butai-vilniuje-snipiskese-daugeliskio-g-tik-iki-svkaledu-super-pasiulymas-buto-1-3389309/,"Šnipiškės, Daugėliškio g.",242 000 €,3293€/m²,9/11,73.5,3
1178,https://www.aruodas.lt/butai-vilniuje-seskineje-paberzes-g-parduodamas-kambariu-butas-paberzes-g-1-3389303/,"Šeškinė, Paberžės g.",145 000 €,2761€/m²,12/16,52.52,2
1179,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-studijos-su-parkingu-kalvarijug-vilniuje-1-3343554/,"Šnipiškės, Kalvarijų g.",67 500 €,3140€/m²,3/4,21.5,1
1180,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kalvariju-g-studijos-su-parkingu-kalvarijug-vilniuje-1-3357303/,"Žirmūnai, Kalvarijų g.",77 900 €,3613€/m²,3/4,21.56,1
1181,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-studijos-su-parkingu-kalvarijug-vilniuje-1-3357305/,"Šnipiškės, Kalvarijų g.",67 900 €,3834€/m²,3/4,17.71,1
1182,https://www.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-namas-priduotas-paskirtis-gyvenamoji-1-3387652/,"Baltupiai, Baltupio g.",159 500 €,3753€/m²,3/7,42.5,2
1183,https://www.aruodas.lt/butai-vilniuje-lazdynuose-zerucio-g-parduodamas-kambariu-tvarkingas-ir-sviesus-1-3383878/,"Lazdynai, Žėručio g.",130 000 €,2031€/m²,7/9,64,3
1184,https://www.aruodas.lt/butai-vilniuje-zirmunuose-minties-g-parduodamas-sviesus-siltas-kambariu-butas-1-3387176/,"Žirmūnai, Minties g.",145 000 €,3048€/m²,3/5,47.57,3
1185,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g-parduodamas-jaukus-ir-sviesus-kambariu-1-3372068/,"Pašilaičiai, Leičių g.",116 900 €,2598€/m²,5/9,45,2
1186,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kauno-g-parduodamas-gyvenamosios-paskirties-1-3384890/,"Naujamiestis, Kauno g.",125 000 €,3158€/m²,4/5,39.58,2
1187,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-grigalaukio-g-parduodamas-siltas-ir-sviesus-kambariu-1-3387540/,"Pašilaičiai, Grigalaukio g.",114 900 €,3844€/m²,8/8,29.89,2
1188,https://www.aruodas.lt/butai-vilniuje-justiniskese-justiniskiu-g-parduodamas-patogaus-isplanavimo-erdvus-iu-1-3385826/,"Justiniškės, Justiniškių g.",90 000 €,1800€/m²,9/9,50,2
1189,https://www.aruodas.lt/butai-vilniuje-zemuosiuose-paneriuose-liudvinavo-g-parduodamas-po-remonto-dar-negyventas-1-3389279/,"Žemieji Paneriai, Liudvinavo g.",98 000 €,2246€/m²,2/2,43.63,2
1190,https://www.aruodas.lt/butai-vilniuje-zirmunuose-verkiu-g-parduodamas-stilingas-ir-kokybiskai-irengtas-1-3378530/,"Žirmūnai, Verkių g.",185 000 €,3851€/m²,3/8,48.04,2
1191,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-kalvariju-g-parduodamas-butas-labai-1-3378582/,"Šnipiškės, Kalvarijų g.",35 000 €,1007€/m²,2/2,34.75,2
1192,https://www.aruodas.lt/butai-vilniuje-snipiskese-vito-gerulaicio-g-parduodamas-arba-isnuomojamas-stilingai-1-3379166/,"Šnipiškės, Vito Gerulaičio g.",99 999 €,4237€/m²,1/5,23.6,1
1193,https://www.aruodas.lt/butai-vilniuje-senamiestyje-aguonu-g-parduodama-jauki-studija-aguonu-g-vilnius-1-3387276/,"Senamiestis, Aguonų g.",84 999 €,4250€/m²,2/5,20,1
1194,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gyneju-g-miesto-centre-vilnieciu-ir-miesto-sveciu-1-3389271/,"Senamiestis, Gynėjų g.",92 000 €,6571€/m²,2/4,14,1
1195,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-strategiskai-patogioje-lokacijoje-1-3389235/,"Justiniškės, Taikos g.",139 000 €,1963€/m²,7/9,70.82,3
1196,https://www.aruodas.lt/butai-vilniuje-senamiestyje-labdariu-g-isskirtinis-kvm-bustas-istoriniame-1-3386892/,"Senamiestis, Labdarių g.",580 000 €,6219€/m²,3/4,93.27,4
1197,https://www.aruodas.lt/butai-vilniuje-baltupiuose-ozo-g-vos-izengus-i-buto-vidu-maloniai-nustebins-1-3389233/,"Baltupiai, Ozo g.",192 000 €,4568€/m²,8/8,42.03,2
1198,https://www.aruodas.lt/butai-vilniuje-antakalnyje-duburio-g-nauji-butai-antakalnyje-butai-parduodami-1-3368572/,"Antakalnis, Duburio g.",159 580 €,2994€/m²,4/5,53.3,2
